frequency,refoef
0.50000000000000,-39.009006713820
0.50249999761581,-39.329093408003
0.50499999523163,-39.657312852032
0.50749999284744,-39.992406607652
0.50999999046326,-40.332916410408
0.51249998807907,-40.677257236592
0.51499998569489,-41.023824981887
0.51749998331070,-41.371034051370
0.51999998092651,-41.717448265327
0.52249997854233,-42.061820399671
0.52499997615814,-42.403165273162
0.52749997377396,-42.740812570490
0.52999997138977,-43.074417333368
0.53250002861023,-43.404007757615
0.53500002622604,-43.729961603530
0.53750002384186,-44.052993466962
0.54000002145767,-44.374108225441
0.54250001907349,-44.694553693613
0.54500001668930,-45.015759130310
0.54750001430511,-45.339258716819
0.55000001192093,-45.666597434134
0.55250000953674,-45.999288785090
0.55500000715256,-46.338696561869
0.55750000476837,-46.686010675342
0.56000000238419,-47.042150879540
0.56250000000000,-47.407768893086
0.56499999761581,-47.783206679195
0.56749999523163,-48.168470786046
0.56999999284744,-48.563291991876
0.57249999046326,-48.967102019114
0.57499998807907,-49.379093453803
0.57749998569489,-49.798265208881
0.57999998331070,-50.223484275303
0.58249998092651,-50.653539568958
0.58499997854233,-51.087228473550
0.58749997615814,-51.523400028002
0.58999997377396,-51.961015342494
0.59249997138977,-52.399222157589
0.59500002861023,-52.837361854768
0.59750002622604,-53.275042002120
0.60000002384186,-53.712179467694
0.60250002145767,-54.148884781667
0.60500001907349,-54.585623359710
0.60750001668930,-55.023086341325
0.61000001430511,-55.462207319218
0.61250001192093,-55.904009137853
0.61500000953674,-56.349780480957
0.61750000715256,-56.800770335443
0.62000000476837,-57.258256936805
0.62250000238419,-57.723524750429
0.62500000000000,-58.197677415333
0.62749999761581,-58.681686514974
0.62999999523163,-59.176377344836
0.63249999284744,-59.682269871374
0.63499999046326,-60.199723318456
0.63749998807907,-60.728809999432
0.63999998569489,-61.269399706480
0.64249998331070,-61.821121260434
0.64499998092651,-62.383443148173
0.64749997854233,-62.955676507696
0.64999997615814,-63.537097125638
0.65249997377396,-64.126844200178
0.65499997138977,-64.724135170034
0.65750002861023,-65.328197537550
0.66000002622604,-65.938367509175
0.66250002384186,-66.554094280234
0.66500002145767,-67.174999848145
0.66750001907349,-67.801040664435
0.67000001668930,-68.432143322502
0.67250001430511,-69.068675803793
0.67500001192093,-69.711075811021
0.67750000953674,-70.360059831886
0.68000000715256,-71.016495179122
0.68250000476837,-71.681354218821
0.68500000238419,-72.355848770907
0.68750000000000,-73.041092867420
0.68999999761581,-73.738359521716
0.69249999523163,-74.448747160042
0.69499999284744,-75.173478094028
0.69749999046326,-75.913522293912
0.69999998807907,-76.669775532043
0.70249998569489,-77.443000221406
0.70499998331070,-78.233779238186
0.70749998092651,-79.042520943761
0.70999997854233,-79.869472850855
0.71249997615814,-80.714749815763
0.71499997377396,-81.578317107392
0.71749997138977,-82.460047942009
0.72000002861023,-83.359719623717
0.72250002622604,-84.277109617601
0.72500002384186,-85.211951076873
0.72750002145767,-86.164052094800
0.73000001907349,-87.133262806803
0.73250001668930,-88.119514822224
0.73500001430511,-89.122910562672
0.73750001192093,-90.143655037174
0.74000000953674,-91.182130786404
0.74250000715256,-92.238897344494
0.74500000476837,-93.314665886558
0.74750000238419,-94.410337326808
0.75000000000000,-95.526943965131
0.75249999761581,-96.665666139954
0.75499999523163,-97.827788569386
0.75749999284744,-99.014697579071
0.75999999046326,-100.22783548478
0.76249998807907,-101.46867578890
0.76499998569489,-102.73870155045
0.76749998331070,-104.03936031073
0.76999998092651,-105.37208803969
0.77249997854233,-106.73820837336
0.77499997615814,-108.13899778389
0.77749997377396,-109.57565121091
0.77999997138977,-111.04923853590
0.78250002861023,-112.56075943900
0.78500002622604,-114.11109472236
0.78750002384186,-115.70106733799
0.79000002145767,-117.33140791522
0.79250001907349,-119.00280912576
0.79500001668930,-120.71587757115
0.79750001430511,-122.47121938293
0.80000001192093,-124.26941689015
0.80250000953674,-126.11106988314
0.80500000715256,-127.99673547743
0.80750000476837,-129.92704037448
0.81000000238419,-131.90263038269
0.81250000000000,-133.92416686870
0.81499999761581,-135.99237355145
0.81749999523163,-138.10796893557
0.81999999284744,-140.27174361568
0.82249999046326,-142.48447956742
0.82499998807907,-144.74700708539
0.82749998569489,-147.06014775680
0.82999998331070,-149.42469132215
0.83249998092651,-151.84144474295
0.83499997854233,-154.31113072828
0.83749997615814,-156.83446252457
0.83999997377396,-159.41205281304
0.84249997138977,-162.04444904575
0.84500002861023,-164.73208630327
0.84750002622604,-167.47529522467
0.85000002384186,-170.27426641603
0.85250002145767,-173.12903978271
0.85500001907349,-176.03953348654
0.85750001668930,-179.00543387557
0.86000001430511,177.97370995892
0.86250001192093,174.89854032563
0.86500000953674,171.76998560122
0.86750000715256,168.58911320964
0.87000000476837,165.35727142590
0.87250000238419,162.07606214216
0.87500000000000,158.74734244881
0.87749999761581,155.37324051279
0.87999999523163,151.95623566524
0.88249999284744,148.49902864263
0.88499999046326,145.00468800197
0.88749998807907,141.47658096814
0.88999998569489,137.91839601283
0.89249998331070,134.33412744851
0.89499998092651,130.72806001700
0.89749997854233,127.10480911972
0.89999997615814,123.46918245446
0.90249997377396,119.82626175647
0.90499997138977,116.18126208868
0.90750002861023,112.53954057168
0.91000002622604,108.90656465111
0.91250002384186,105.28771086770
0.91500002145767,101.68841996770
0.91750001907349,98.113826447740
0.92000001668930,94.569012849702
0.92250001430511,91.058760612543
0.92500001192093,87.587494566766
0.92750000953674,84.159340371773
0.93000000715256,80.777987570648
0.93250000476837,77.446685661585
0.93500000238419,74.168332329019
0.93750000000000,70.945273612158
0.93999999761581,67.779537849164
0.94249999523163,64.672727520435
0.94499999284744,61.626110521735
0.94749999046326,58.640496935052
0.94999998807907,55.716631168011
0.95249998569489,52.854782845870
0.95499998331070,50.055193815029
0.95749998092651,47.317846697813
0.95999997854233,44.642681831084
0.96249997615814,42.029369503541
0.96499997377396,39.477662160073
0.96749997138977,36.987186700200
0.97000002861023,34.557498066562
0.97250002622604,32.188075552125
0.97500002384186,29.878379081291
0.97750002145767,27.627778187802
0.98000001907349,25.435561745291
0.98250001668930,23.300825570048
0.98500001430511,21.222615618785
0.98750001192093,19.199924492362
0.99000000953674,17.231409109245
0.99250000715256,15.315677573775
0.99500000476837,13.451145870509
0.99750000238419,11.635982072808
1.0000000000000,9.8683293144603
1.0025000572205,8.1460563026682
1.0049999952316,6.4669768601670
1.0075000524521,4.8287700470380
1.0099999904633,3.2290575558817
1.0125000476837,1.6655180354840
1.0149999856949,0.13580146905576
1.0175000429153,-1.3623868885164
1.0199999809265,-2.8312057388894
